"","nombre_promocional","nombre_urbanistico","latitud","longitud","direccion","municipio","provincia","comunidad_autonoma","tipologia_asentamiento_principal","tipologia_asentamiento_secundario","fuente","enlace_web","enlance_a_mapa_foto_aerea","fecha_autor_fuente_de_la_foto","padre_adoptivo","superficie_terreno","superficie_construida","suelo_ocupado_actual","viviendas_construidas","plazas_hoteleras_construidas","parcelas_uso_industrial_construidas","parcelas_uso_comercial_construidas","parcelas_uso_equipamiento_construidas","estado_actual","comentarios_otras_opciones","promotor","constructor","arquitecto_o_tecnico_redactor","descripcion_propiedad","ubicacion_codigo_ine_municipio","ubicacion_codigo_ine_provincia","uso","comentarios_otros","tipologia_edificatoria","comentarios_tipologia","edificabilidad_absoluta_planificada_o_aprobada","viviendas_aprobadas_en_planeamiento","plazas_hoteleras_aprobadas_en_planeamiento","parcelas_uso_industrial_aprobadas_en_planeamiento","parcelas_uso_comercial_aprobadas_en_planeamiento","parcelas_uso_equipamiento_aprobadas_planeamiento","numero_habitantes_previsto_planeamiento","numero_de_visitantes_previsto_aplicable_centros_de_ocio_planeamiento","convenio_urbanistico_planeamiento_fecha_licencia","plan_parcial_planeamiento_fecha_licencia","modificacion_pgou_planeamiento_fecha_licencia","proyecto_urbanistico_planeamiento_fecha_licencia","licencia_obras_planeamiento_fecha_licencia","otras_fechas_planeamiento_fecha_licencia","convenio_urbanistico_planeamiento_tecnico_redactor","plan_parcial_planeamiento_tecnico_redactor","modificacion_pgou_planeamiento_tecnico_redactor","proyecto_urbanistico_planeamiento_tecnico_redactor","licencia_obras_planeamiento_tecnico_redactor","otros_planeamiento_tecnico_redactor","convenio_urbanistico_politica","plan_parcial_urbanistico_politica","modificacion_urbanistico_politica","proyecto_urbanistico_politica","licencia_urbanistico_politica","otros_urbanistico_politica","recursos_interpuestos","sentencias_judiciales","n_fecha_sentencias","tribunal_dicta","fallo","hipoteca_cargas","cuantia_hipoteca","concurso_acreedores","entidades_financieras","figuras_proteccion_ambiental","nombre_figuras_proteccion_ambiental","zonificacion_nivel_proteccion","dominio_publico","enlaces_noticias","material_grafico","archivos_adjuntos","-","corpse_category","superficie_terreno_units","superficie_construida_units"
"179","Los Granados Golf Resort - Albaida Golf Resort - Sun gardens Resort ","ZU-SR-GT12 “Los Granados”","37.855898","-1.00364","Gea y Truyols","Murcia",,"Región de Murcia","NEU - Nueva entidad urbana","DEO - Desarrollo ligado a instalaciones de ocio","Ruinas Modernas","http://www.juliaschulzdornburg.com/cas/los-granados-golf-resort",,,"Ruinas Modernas",101.3308,,,,,,,,"Edificación no terminada",,,,,,,,"Residencial Unifamiliar",,"Vivienda unifamiliar pareada o adosada",,"206867",,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"180","La Tercia Real","Zu-SR-GT11 “La Tercia Real”","37.870755"," -1.001762","Pedania de La Tercia. Gea y Truyols","Murcia",,"Región de Murcia","NEU - Nueva entidad urbana",,"Ruinas Modernas- Mediturban- Nación Rotonda","http://www.juliaschulzdornburg.com/cas/la-tercia-real",,,"Ruinas Modernas",129.9408,,,,,,,,"Edificación no terminada",,,,,,,,"Residencial Unifamiliar",,"Vivienda unifamiliar pareada o adosada",,"128641","1350",,,,,"4725",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"181","Las Veredas","Zu-SF-GT20 “Las veredas”","37.868167"," -0.995694","Gea y Truyols","Murcia",,"Región de Murcia","NEU - Nueva entidad urbana",,"Ruinas Modernas","http://www.juliaschulzdornburg.com/cas/las-veredas",,,"Ruinas Modernas",109.2311,,,,,,,,"Edificación no terminada",,,,,,,,"Residencial Unifamiliar",,"Vivienda unifamiliar pareada o adosada",,"52375","609",,,,,"2131.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"182","Sierra Real Golf","ZU-SF-JA2 “Finca el Escobar”","37.859365"," -0.984146","Finca El Escobar, Jerónimos y Avileses","Murcia",,"Región de Murcia","NEU - Nueva entidad urbana","DEO - Desarrollo ligado a instalaciones de ocio","Ruinas Modernas","http://www.juliaschulzdornburg.com/cas/sierra-real-golf",,,"Ruinas Modernas",500,,,,,,,,"Edificación no terminada",,,,,,,,"Residencial Unifamiliar",,"Vivienda unifamiliar pareada o adosada",,"231469","2957",,,,,"10349.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"183","Las Carretillas","ZU-SP-JA8 “Las Carretillas”","37.8457962","-0.9862186","Jerónimos y Avileses","Murcia",,"Región de Murcia","NEU - Nueva entidad urbana",,"Ruinas Modernas","http://www.juliaschulzdornburg.com/cas/las-carretillas",,,"Ruinas Modernas",49.181,,,,,,,,"Edificación no terminada",,,,,,,,"Residencial Unifamiliar",,"Vivienda unifamiliar pareada o adosada",,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"184","Hacienda Riquelme Golf Resort","Zu-Su-SN 6 “Finca Riquelme”","37.8914848","-0.969698","Sucina, Partido de Bálsicas","Murcia",,"Región de Murcia","NEU - Nueva entidad urbana","DEO - Desarrollo ligado a instalaciones de ocio","Ruinas Modernas- Nación Rotonda","http://www.nacionrotonda.com/2013/06/sucina-murcia.html",,,"Ruinas Modernas",,,,,,,,,"Edificación no terminada",,,,,,,,"Residencial Unifamiliar",,"Vivienda unifamiliar pareada o adosada",,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"185","Peisa Golf Mar Menor","Zu-Sb-Sn8 “Peysa Centro”","37.902261"," -0.958613","Sucina, Partido de Bálsicas","Murcia",,"Región de Murcia","NEU - Nueva entidad urbana","DEO - Desarrollo ligado a instalaciones de ocio","Ruinas Modernas","http://www.juliaschulzdornburg.com/cas/peisa-golf-mar-menor",,,"Ruinas Modernas",168.7959,,,,,,,,"Edificación no terminada",,,,,,,,"Residencial Unifamiliar",,"Vivienda unifamiliar pareada o adosada",,"150219","1644",,,,,"5754",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"186","Sucina Golf & Country Club","ZU-SU-Sn4","37.886939"," -0.938893","Sucina, Partido de Bálsicas","Murcia",,"Región de Murcia","NEU - Nueva entidad urbana","DEO - Desarrollo ligado a instalaciones de ocio","Ruinas Modernas","http://www.juliaschulzdornburg.com/cas/sucina-golf-country-club",,,"Ruinas Modernas",23.9171,,,,,,,,"Edificación no terminada",,,,,,,,"Residencial Unifamiliar",,"Vivienda unifamiliar pareada o adosada",,"47829","600",,,,,"2100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"187","La Peraleja Golf","Zu-SF-Sn5 “La Peraleja”","37.8739598","-0.9530825","Sucina, Partido de Bálsicas","Murcia",,"Región de Murcia","NEU - Nueva entidad urbana","DEO - Desarrollo ligado a instalaciones de ocio","Ruinas Modernas- Nación Rotonda","http://www.juliaschulzdornburg.com/cas/peraleja-golf",,,"Ruinas Modernas",317.268,,,,,,,,"Edificación no terminada",,,,,,,,"Residencial Unifamiliar",,"Vivienda unifamiliar pareada o adosada",,"151996","1409",,,,,"4931.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"188","Eden del Mar","Zu-SF-JA4","37.857481"," -0.941092","Jerónimos y Avileses","Murcia",,"Región de Murcia","NEU - Nueva entidad urbana",,"Ruinas Modernas","http://www.juliaschulzdornburg.com/cas/eden-del-mar",,,"Ruinas Modernas",230.1585,,,,,,,,"Edificación no terminada",,,,,,,,"Residencial Unifamiliar",,"Vivienda unifamiliar pareada o adosada",,"155537","1733",,,,,"6065.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"189","Los Altos de Sucina","Zu-SP-Sn7 "" altos del Sucina""","37.874471"," -0.939287","Sucina, Partido de Bálsicas","Murcia",,"Región de Murcia","NEU - Nueva entidad urbana",,"Ruinas Modernas","http://www.juliaschulzdornburg.com/cas/altos-de-sucina",,,"Ruinas Modernas",138.5671,,,,,,,,"Edificación no terminada",,,,,,,,"Residencial Unifamiliar",,"Vivienda unifamiliar pareada o adosada",,"114317","1197",,,,,"4189.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"190","Ochando Golf","Zu-SP-JA5 “hacienda de Ochando”","37.865680"," -0.927496","Sucina, Partido de Bálsicas","Murcia",,"Región de Murcia","NEU - Nueva entidad urbana","DEO - Desarrollo ligado a instalaciones de ocio","Ruinas Modernas- Nación Rotonda","http://www.nacionrotonda.com/2013/06/avileses-murcia.html, http://www.juliaschulzdornburg.com/cas/ochando-golf",,,"Ruinas Modernas",226.7084,,,,,,,,"Edificación no terminada",,,,,,,,"Residencial Unifamiliar",,"Vivienda unifamiliar pareada o adosada",,"258037","2064",,,,,"7224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"191","Sucina Golf","ZU-SP-JA7 “Finca Sucina Golf”","37.871168"," -0.916467","Jerónimos y Avileses","Murcia",,"Región de Murcia","NEU - Nueva entidad urbana","DEO - Desarrollo ligado a instalaciones de ocio","Ruinas Modernas","http://www.juliaschulzdornburg.com/cas/sucina-golf-country-club",,,"Ruinas Modernas",23.9171,,,,,,,,"Edificación no terminada",,,,,,,,"Residencial Unifamiliar",,"Vivienda unifamiliar pareada o adosada",,"47829","600",,,,,"2100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"192","La Serena Golf and Beach Resort","SUE ""Torre del Rame""","37.850933","-1.06703","Los Alcáceres","Murcia",,"Región de Murcia","NEU - Nueva entidad urbana","DEO - Desarrollo ligado a instalaciones de ocio","Mediturban-Nación Rotonda","http://www.nacionrotonda.com/2013/05/los-alcazares-murcia-2002-2011.html",,,"Ruinas Modernas",,,,,,,,,"Edificación no terminada",,,,,,,,"Residencial Unifamiliar",,"Vivienda unifamiliar pareada o adosada",,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"193","La Serena Golf","Plan Parcial Torre del Rame","37.728488"," -0.868357","Av. Príncipe Felipe","Los Alcázares",,"Región de Murcia","DEO - Desarrollo ligado a instalaciones de ocio","NOE - Nuevo desarrollo urbano","búsqueda propia","http://www.laverdad.es/murcia/comarcas/201503/05/ayuntamiento-reactiva-plan-parcial-20150305012146-v.html, http://www.greenyroom.com/old/housesmurcia/laserenagolfandbeachresort_lamangamarmenor_murcia/splaserenagolfandbeachresort_murcia.htm, http://www.losalcazares.es/index.php/es/ordenanzas/ordenanzas-no-fiscales, https://www.youtube.com/watch?v=z88petkpAgw,","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=687958&y=4177896&zone=30&r=978&visible=RELIEVE;PNOA;FOTOS;","Fecha del Vuelo 2013-06","MARIO MÉNDEZ   m.mendez.ct@gmail.com",179.7055,,"100","4264","4 parcelas: 39599,00 m2",,"8 parcelas: 56559,65 m2","10 parcelas: 557867,21 m2","Edificación terminada con uso parcial","El campo de golf La Serena se encuentra en un uso mínimo. De las 4264 viviendas, sólo un ridículo porcentaje se ha llevado a cabo, y de ellas la mayoría han sido saqueadas o abandonadas.","Ayuntamiento",,"Mariano Ayuso","Golf al borde del mar","902","30","Residencial Colectivo",,"Vivienda unifamiliar pareada o adosada","Vivienda unifamiliar aislada","449261","4264","4",,"8","10","57366",,"2003","2003",,,,"2009 : Recepción de las Obras ""Urbanización del Plan Parcial Torre del Rame""",,,,,,"
http://www.losalcazares.es/index.php/es/ordenanzas/ordenanzas-no-fiscales",,"PSOE",,,,,,,,,,"TSJ","17 años de cárcel para Juan Antonio Roca",,,,,,,,"DP107-- DP 148","http://www.laverdad.es/murcia/comarcas/201503/05/ayuntamiento-reactiva-plan-parcial-20150305012146-v.html, http://www.laverdad.es/murcia/comarcas/201503/05/pagan-campo-golf-adjudica-20150305012007-v.html, http://www.laverdad.es/murcia/prensa/20061218/region_murcia/ocupan-campo-golf-torre_20061218.html, http://www.20minutos.es/noticia/211903/0/campos/golf/ilegal/, http://www.ecologistasenaccion.org/article.php3?id_article=4231, http://archenanews.blogspot.com.es/2008_06_01_archive.html, http://www.elconfidencial.com/espana/2008-01-17/la-operacion-ninette-y-el-jardin-secreto-de-roca-un-senor-de-murcia_506792/
",,"Adoptado","area_hectares","area_square_meters"
"194","Paramount Park Murcia & Lifestylecentre","PEO complejo turístico- recreativo "" Parque temático Paramount","37.778654"," -1.339699","Alhama de Murcia","Alhama de Murcia",,"Región de Murcia","DEO - Desarrollo ligado a instalaciones de ocio",,"Mediturban-6000km",,,,"Ruinas Modernas",,,,,,,,,"Edificación no terminada",,,,,,,,"Residencial Unifamiliar",,"Vivienda unifamiliar pareada o adosada",,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"195","Polígono Industrial "" Los Prados""",,"38.264740"," -1.437449","N-301, 30535 Cieza","Cieza",,"Región de Murcia","ZIP - Zona industrial vinculada a población",,"Mediturban",,,,"Ruinas Modernas",,,,,,,,,"Edificación no terminada",,,,,,,,"Residencial Unifamiliar",,"Vivienda unifamiliar pareada o adosada",,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"196","Polígono industrial "" Los alderetes""","SECTOR URSAE-2 ","38.177170"," -1.869031","Hacienda del Alderete, ctra de Caravaca, km 11. Moratalla","Moratalla",,"Región de Murcia","ZIA - Zona industrial aislada",,"Mediturban",,,,"Ruinas Modernas",,,,,,,,,"Edificación no terminada",,,,,,,,"Residencial Unifamiliar",,"Vivienda unifamiliar pareada o adosada",,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"197","Edificio academia infantería",,"38.00623597805687","-1.1313879489898682",,"Murcia",,"Región de Murcia","TEP - Terciario vinculado a población",,,,,,"jafesan",0.7,,,,,,,,"Edificación no terminada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"198","Torre Invercón",,"38.006710"," -1.148361","c/ central 17","Murcia",,"Región de Murcia","TEP - Terciario vinculado a población",,,,,,"Roger Otein",0.9072,,,,,,,,"Edificación no terminada","Un enorme esqueleto de hormigon de unas 15 - 17 plantas relativamente cerca del nucleo urbano pensada para ser oficinas. Lleva asi unos 6 años, antes tenia una grua pero la quitaron hace un año. El edificio de al lado tambien sin uso pero acabado tiene un guardia que a veces te dice que no puedes entrar, otras no se da cuenta.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"199","Área Industrial de Actividades Económicas de Tudela “La Serna”-Ciudad Agroalimentaria de Tudela","Área Industrial de Actividades Económicas de Tudela, polígono “La Serna”","42.078789"," -1.645731","parajes Corraliza, de las Labradas y Corraliza de la Serna,","Tudela",,"Navarra","ZIP - Zona industrial vinculada a población",,"Ruinas Modernas","http://www.juliaschulzdornburg.com/cas/area-industrial-la-serna","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=611096&y=4659036&zone=30&r=930&visible=PNOA;","IGN-PNOA fecha vuelo: 06-2012","Ruinas Modernas",511.0594,,,,,,,,"Urbanización no terminada","el Polígono industrial tiene uso parcial","NASUINSA, Navarra de Suelo Industrial S.A., Ayuntamiento de Tudela",,,,,,"Industrial",,"Volumen específico",,"1401099",,,,,,,,"22/05/2003",,,,,"Plan Sectorial de Incidencia Supramunicipal 05/2005",,,,,,"Francisco, Javier Fernandez Militino, J. Javier Pascual Goñi",,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
